КодКлиента|Цена|ЦенаДоСкидки|ДРегСкидка|ДДнСкидки
90209756|361||||
1614263|361||||
330283486|560||||
87234841|535||||
90011229|560||||
9185191|560||||
1376087|560||||
90253326|482||||
820112388|482||||
1396330|560||||
690041041|560||||
160161597|535||||
440270549|560||||
160245093|361||||
55079088|560||||
60108697|560||||
160044219|560||||
40001826|560||||
90251069|482||||
470051322|366||||
820247484|361||||
820368342|560||||
87265440|431||||
90078351|482||||
90253346|482||||
240000628|361||||
440303368|482||||
90251547|482||||
820323086|98||||
87175715|482||||
820274376|560||||
1613243|366||||
250000192|368||||
160225916|436||||
470018590|438||||
640000318|560||||
90253363|482||||
90253025|482||||
440304844|482||||
60042069|362||||
470033568|368||||
22996026|368||||
90015374|534||||
60638|560||||
1407222|560||||
440084688|535||||
340001164|362||||
90251997|482||||
440247662|560||||
36124774|534||||
440226886|431||||
130005497|482||||
820031392|431||||
330098713|361||||
440007799|366||||
440029671|534||||
22999649|560||||
160105941|560||||
440021815|482||||
190010075|482||||
330156148|368||||
81122155|432||||
90253391|560||||
440278892|534||||
820384104|362||||
820138778|362||||
160292540|432||||
440280808|560||||
820393313|362||||
440236481|364||||
55053115|560||||
160126736|560||||
100104799|482||||
440146285|361||||
440304913|391||||
440096111|560||||
330296809|560||||
55057328|560||||
660000170|362||||
440277390|560||||
440231742|560||||
440304920|482||||
330310784|431||||
140038670|535||||
330168548|482||||
330166307|482||||
820025020|431||||
440303823|482||||
440304929|560||||
9187524|362||||
440086044|482||||
820150854|560||||
440224513|560||||
820361815|361||||
1475758|361||||
160242460|560||||
820027149|482||||
330027658|560||||
330049501|560||||
87250912|98||||
60169004|361||||
160163178|560||||
260001109|361||||
87264348|482||||
288889183|98||||
22000605|362||||
66682164|482||||
160288124|534||||
81119927|560||||
60223267|361||||
90253393|482||||
160357263|560||||
440135675|560||||
87264625|560||||
22002261|560||||
90108173|482||||
330040115|560||||
820184089|534||||
440202150|560||||
140023641|361||||
440304079|560||||
9158247|482||||
1417128|361||||
22998509|560||||
160004220|361||||
100114474|560||||
1563341|361||||
440304958|560||||
60058013|361||||
820389472|560||||
330320200|560||||
440304246|482||||
36174445|560||||
55111760|535||||
160171047|361||||
820371972|431||||
440117345|361||||
1428078|482||||
60186702|560||||
440127724|431||||
1267147|431||||
330005072|560||||
60030844|534||||
60035396|431||||
470053674|560||||
890002760|362||||
90037389|438||||
170016659|560||||
820070286|434||||
440089914|482||||
1287849|560||||
820211089|535||||
62232634|362||||
90253485|482||||
820074652|482||||
330207806|361||||
820019291|368||||
1436906|366||||
60575777|361||||
60039302|361||||
1481104|98||||
160203695|361||||
87191382|362||||
60033189|361||||
9205546|368||||
820099747|361||||
100145415|482||||
160347389|362||||
87264418|361||||
60009085|361||||
820168820|458||||
160025043|361||||
820281169|560||||
820242022|431||||
160362503|560||||
130001746|361||||
160241617|482||||
60159035|560||||
160146312|361||||
440305044|482||||
90016447|361||||
90253542|391||||
87240880|482||||
90223919|366||||
440275866|482||||
690038051|560||||
720000667|535||||
690012406|368||||
440235177|560||||
690012285|560||||
160356114|560||||
330125144|98||||
160309169|482||||
9144220|534||||
330090129|364||||
440305030|482||||
90253560|482||||
90191864|482||||
820053444|482||||
440196772|560||||
30007300|432||||
9215782|361||||
160233050|560||||
9129746|368||||
1224286|482||||
690009152|458||||
321001169|560||||
740000818|368||||
1350174|560||||
440284452|482||||
440305098|482||||
55069171|535||||
330161599|560||||
330077121|361||||
160143780|361||||
1220457|431||||
36120195|98||||
180009564|362||||
36173215|361||||
36178395|535||||
87239618|432||||
470030435|361||||
470022215|368||||
90192446|482||||
440175778|361||||
610001037|98||||
330100794|361||||
9109489|361||||
440304648|482||||
90253590|482||||
55049421|560||||
1591300|431||||
820442185|482||||
1502614|560||||
440304627|560||||
1437240|361||||
36125097|560||||
160279396|535||||
820332685|560||||
330046509|482||||
140012621|482||||
90032535|560||||
1476831|560||||
22463326|365||||
330238433|560||||
9132302|560||||
90252948|367||||
9131786|482||||
330083399|361||||
55058692|482||||
90249696|482||||
90005165|560||||
330059874|436||||
60053647|560||||
160089301|482||||
130009123|361||||
90252196|482||||
60054547|535||||
820185260|560||||
360001154|431||||
90253631|482||||
330088295|560||||
1559414|361||||
9105262|432||||
330291470|361||||
440149480|361||||
160096024|560||||
160355824|560||||
160310889|560||||
60024367|482||||
440283370|560||||
22444347|98||||
60028433|560||||
740001043|98||||
330258829|361||||
330231456|560||||
87169541|560||||
440305216|560||||
90253625|482||||
87262530|366||||
440018735|361||||
690000504|362||||
90253149|482||||
820321404|431||||
440303710|482||||
440305234|560||||
60224252|560||||
55113155|560||||
160295047|560||||
440305248|482||||
330069166|560||||
470027194|482||||
330208591|365||||
330033565|361||||
690048858|482||||
140075992|456||||
90197764|560||||
90058075|436||||
90246868|361||||
330246612|366||||
440305281|482||||
60097732|560||||
160283220|534||||
160217117|560||||
440305289|368||||
330100900|560||||
820371423|535||||
440273259|482||||
330079748|431||||
1445401|482||||
470046018|560||||
90253710|482||||
440304645|482||||
820023656|560||||
87225484|361||||
440190931|438||||
87197147|98||||
440103277|560||||
90252366|482||||
440246783|431||||
87194424|368||||
440181121|560||||
330252362|535||||
160052736|560||||
440162744|361||||
90194945|368||||
60083195|366||||
100128269|534||||
36200429|482||||
440305371|482||||
122545|361||||
160093160|560||||
440251897|560||||
820233378|560||||
1523811|361||||
330211223|560||||
9161865|560||||
60145092|365||||
470007690|482||||
36181385|361||||
820398972|431||||
330004681|361||||
330147944|364||||
55066823|560||||
100183361|560||||
440275748|482||||
87246821|98||||
820115463|482||||
36164874|98||||
160183938|366||||
140059962|444||||
440305424|560||||
330306087|560||||
87234825|98||||
820419646|560||||
87227672|535||||
87217026|534||||
300002079|365||||
440027295|560||||
160114361|482||||
90186417|368||||
440019302|361||||
440260135|482||||
100157093|560||||
440305464|482||||
60156470|560||||
60174512|482||||
440305465|391||||
440071253|361||||
440065993|432||||
1487061|535||||
87245670|366||||
440274893|482||||
820226233|482||||
87176811|361||||
440305400|482||||
36194802|431||||
9163381|560||||
440305437|482||||
90253808|482||||
160383877|560||||
160166286|560||||
440302933|431||||
340002967|482||||
440239857|560||||
60199045|482||||
90108813|366||||
330182730|366||||
87160279|366||||
160099493|431||||
440304208|560||||
140032146|366||||
440305487|482||||
9140834|560||||
820094056|431||||
440125318|560||||
87263396|535||||
820077024|391||||
160045814|560||||
90000732|451||||
820022472|438||||
440209525|534||||
140038879|361||||
440305477|560||||
820365795|560||||
440305479|482||||
330021483|560||||
820081790|482||||
87192580|560||||
55087080|482||||
90253632|368||||
440110916|560||||
160082727|482||||
350001946|361||||
440059055|431||||
440305521|482||||
330074047|361||||
60030775|482||||
440277447|482||||
87171977|361||||
90253878|482||||
90253885|482||||
820003329|391||||
1357227|361||||
160330436|482||||
1482356|560||||
820076429|482||||
87199119|436||||
440004717|482||||
36118696|482||||
440300604|482||||
440305580|391||||
740000859|560||||
440045533|361||||
30004007|482||||
820217121|560||||
9126943|361||||
160076825|535||||
90253910|482||||
190013240|560||||
440177484|560||||
1622499|560||||
440305363|482||||
440136544|365||||
330021656|560||||
470030177|366||||
9212834|482||||
470005862|482||||
700000632|361||||
36190651|560||||
820383142|361||||
1155133|560||||
470080504|560||||
36121293|361||||
440216829|560||||
820027514|535||||
100378528|361||||
90253926|482||||
100317044|560||||
90253930|482||||
9162297|560||||
440305575|560||||
9196914|482||||
160027495|361||||
90155304|482||||
170000173|432||||
87162085|364||||
90214377|482||||
90253089|560||||
60134322|436||||
60205187|368||||
81133350|560||||
130011649|361||||
820119986|560||||
90187749|482||||
440112758|560||||
820297574|560||||
1303203|361||||
160137689|560||||
90134652|560||||
820270301|534||||
40004776|560||||
640001808|560||||
820340869|560||||
55121330|560||||
87261537|361||||
160317346|560||||
330301247|98||||
440305546|560||||
55123484|560||||
440305676|560||||
690017048|362||||
440305690|482||||
130007887|534||||
23037544|560||||
640001495|534||||
160059715|361||||
160229563|560||||
440235344|482||||
140098121|362||||
70014770|482||||
81126289|362||||
330146797|560||||
440288656|368||||
36138785|560||||
470063291|535||||
330264068|362||||
160233939|535||||
440305724|482||||
9089776|535||||
440305728|391||||
440305730|560||||
60143904|534||||
170021713|456||||
90013653|560||||
820119068|560||||
55051473|534||||
87240776|560||||
820016152|368||||
440192426|560||||
55072052|560||||
90254006|560||||
160291703|368||||
90195315|560||||
160107651|432||||
440276328|560||||
820002020|98||||
330081579|534||||
23020293|534||||
310002042|361||||
160005520|560||||
9071619|482||||
690004276|362||||
90254024|482||||
1367748|560||||
440153566|560||||
160314376|431||||
820218493|534||||
69995568|368||||
55018526|368||||
9191759|560||||
470044420|560||||
90018489|482||||
90200900|431||||
820268920|431||||
440304117|482||||
1608310|482||||
820173700|560||||
820244612|560||||
60038993|361||||
440083945|560||||
1512878|361||||
160109631|368||||
640000716|361||||
820181664|560||||
820360212|431||||
90254056|482||||
60038993|361||||
90253900|560||||
330074127|362||||
440016602|368||||
87250411|534||||
440255928|482||||
90254039|482||||
55022808|560||||
87170572|534||||
36113693|368||||
90075686|368||||
440305817|560||||
440162255|368||||
440121252|368||||
330122061|560||||
81139139|534||||
820145485|560||||
36110394|534||||
140045029|368||||
970000057|432||||
87231427|364||||
820059316|560||||
470004763|482||||
820122311|560||||
330077249|560||||
22995371|98||||
1540305|361||||
440114366|361||||
330271859|361||||
440248726|361||||
820244323|361||||
1557456|560||||
1605489|362||||
90155211|560||||
90110806|534||||
440135560|482||||
9120665|362||||
440305865|482||||
140086179|434||||
87213992|560||||
61001135|361||||
1288616|361||||
820197963|431||||
60087216|560||||
330024561|482||||
90185089|432||||
160218467|560||||
140001313|361||||
1195704|431||||
440109593|560||||
440305342|560||||
90174471|560||||
330120901|361||||
90190331|560||||
22465079|432||||
23003150|560||||
60084466|560||||
330172034|560||||
330062229|361||||
440154912|482||||
820433297|535||||
160056455|534||||
10003260|560||||
40000372|534||||
55039403|431||||
60113553|534||||
81117539|432||||
140025926|361||||
60031369|431||||
160289723|560||||
440305917|560||||
160171424|361||||
330028519|560||||
90254177|560||||
160358386|361||||
9170124|560||||
90155019|560||||
820269292|431||||
160179333|560||||
22447198|560||||
70001972|535||||
60096863|535||||
330031648|364||||
330251946|560||||
820327616|482||||
55052452|361||||
820298067|560||||
60082919|560||||
820092699|482||||
90172523|482||||
440306182|482||||
90254425|482||||
440306299|482||||
100260830|368||||
90254461|482||||
90254465|482||||
160310799|431||||
690021691|368||||
820026032|361||||
330098479|482||||
100390189|432||||
90081865|560||||
820125773|560||||
690022357|560||||
820412760|482||||
1379353|434||||
330051499|534||||
440303732|368||||
90198408|560||||
470008803|534||||
36115718|362||||
90114449|482||||
440305653|482||||
330239006|535||||
22443029|482||||
690040992|534||||
160152373|361||||
470023555|361||||
440305939|482||||
330182703|362||||
600000336|361||||
55098513|560||||
440306383|560||||
900000689|534||||
1133199|361||||
820442571|431||||
160380601|361||||
470054483|560||||
720000337|560||||
340000517|438||||
81123736|361||||
160357606|482||||
9134423|482||||
820234480|560||||
440306229|482||||
330279734|560||||
330137326|432||||
340002331|432||||
690055395|534||||
440305660|560||||
36139724|482||||
440261876|482||||
90254534|560||||
240001593|362||||
87201795|361||||
60068482|482||||
330199953|560||||
87185831|535||||
160355355|482||||
70015960|560||||
130016730|366||||
440306450|482||||
160362693|431||||
1486242|560||||
720000215|560||||
440028878|560||||
90226791|560||||
440032474|431||||
90254558|482||||
820395497|482||||
470026751|482||||
820348559|458||||
330313377|560||||
820211056|560||||
9152074|482||||
1287461|560||||
90215885|534||||
1549282|436||||
440204152|560||||
820147919|560||||
9171459|560||||
1437574|560||||
90251952|482||||
90008239|560||||
90247953|431||||
127761|560||||
60027940|362||||
9142057|366||||
340001862|362||||
160226682|560||||
820335819|560||||
820165164|560||||
330032162|482||||
90219386|482||||
690050486|560||||
140039633|365||||
55079965|535||||
90254176|560||||
90171470|560||||
160222854|535||||
330276526|560||||
330244146|482||||
90254607|560||||
9043598|560||||
690000939|560||||
820452267|560||||
440305624|482||||
87262564|98||||
330134312|560||||
330235874|560||||
820084066|482||||
87194493|98||||
90254626|482||||
440306040|482||||
130000223|361||||
87160380|361||||
440077822|560||||
90254634|482||||
60228386|560||||
81203552|361||||
36148450|535||||
1381654|560||||
820187886|482||||
590000323|361||||
1440205|482||||
330055234|560||||
330268986|560||||
90113095|560||||
820046735|482||||
160134090|366||||
330148120|438||||
22461703|560||||
90254661|560||||
330232976|560||||
440306557|482||||
820015036|560||||
400000874|368||||
440120427|560||||
90249034|560||||
440078233|362||||
36155284|456||||
140012226|560||||
90254694|560||||
69996784|482||||
440224880|444||||
140019196|431||||
90252589|482||||
87175337|431||||
1366362|482||||
330036433|431||||
1187479|482||||
160145602|361||||
440131233|560||||
820457169|560||||
160283314|361||||
820280457|534||||
330110552|361||||
90254720|482||||
62233379|534||||
90254725|482||||
130003419|368||||
100271173|482||||
330227799|560||||
330136531|560||||
330218829|361||||
440241453|560||||
440018660|368||||
90254718|482||||
440221905|560||||
340000453|364||||
87172425|560||||
440306610|482||||
321000544|432||||
330255812|560||||
36141363|436||||
1370005|361||||
160330562|534||||
440306603|482||||
55065599|560||||
55040581|482||||
23030040|482||||
160163438|534||||
820027661|560||||
160121339|482||||
55084254|560||||
87219952|391||||
90063188|560||||
90174925|434||||
87255011|434||||
140064053|431||||
