IDprocess|Date|Mark|Clicode|Reason1|Reason1More
3097002|2024-02-20 21:56:54|5|100341860|Сервис iPRO (сайт, мобильное приложение)|Баллы, амперы
3097035|2024-02-20 23:50:59|4|9100541|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3097604|2024-02-21 09:51:37|5|30009303|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3097912|2024-02-21 10:48:19|4|55065083|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3098115|2024-02-21 11:16:18|5|90193691|Срок поставки|Срыв сроков поставки от поставщика
3098807|2024-02-21 13:36:07|5|440217741|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3098880|2024-02-21 13:49:49|4|100004002|Комплектация заказа|Нужного товара нет в наличии на складе
3099411|2024-02-21 15:55:52|5|330155986|Комплектация заказа|Качество внешнего вида полученного товара (заводской упаковки и/или упаковки ЭТМ, наклейки, скотч и пр.)
3100044|2024-02-21 22:47:31|4|90197505|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3100892|2024-02-22 10:38:26|1|330038061|Организация сервиса при самовывозе|Скорость обслуживания
3100918|2024-02-22 10:44:16|5|87255912|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3100943|2024-02-22 10:50:56|2|55072595|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3101194|2024-02-22 11:31:41|4|1595149|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
3101933|2024-02-22 14:14:14|1|1308204|Сервис iPRO (сайт, мобильное приложение)|Баллы, амперы
3102241|2024-02-22 16:19:30|5|100382624|Сервис iPRO (сайт, мобильное приложение)|Корректность технической информации
3102482|2024-02-23 07:28:17|5|160118572|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
3102646|2024-02-23 16:24:49|5|440253624|Комплектация заказа|Качество внешнего вида полученного товара (заводской упаковки и/или упаковки ЭТМ, наклейки, скотч и пр.)
